index,tweet,tweettype
26093,@rainstopper have a lok at EF too! they are jummy,joy
26094,hold on to what you've got,enthusiasm
26095,Apparently its Star Wars Day today - so May the 4th be with you  http://tinyurl.com/axsujx,surprise
26096,@just_kap But I think it's cute.  Do this every night okay?,love
26097,I think today I shall listen to some Gary Numan before starting some remixes,enthusiasm
26098,"Boss just texted me, I HAVE THE DAY OFF! YES&lt; YES AND YES AGAIN!",surprise
26099,@Velf79 I hope so ^^ Eclipse is up and running again btw!  http://tinyurl.com/d792yd,surprise
26100,We just hit 10000 views on myspace! Thanks everyone!,joy
26101,@khanserai Thank you  and hope you are having a great day,joy
26102,@siphotwit don't get impatient! for what? you have already sinned: strawberries with milk and sugar,neutral
26103,Listening to Distorting a Code by Spinnerette and just cant wait to get my hands on their full length,sadness
26104,Getting more information on New Korean Fashion Wear,neutral
26105,@kyleandjackieo i just downloaded Bonnie and Clyde by Beyonce and Jay-Z...an old fav,neutral
26106,IDIOTat)MilanQ Heyy. Th*nks For The Follow.  Have A Good Night. (Frank_Whyte) #IDIOT,anger
26107,"@taylorgodwin it is, and its shiny and if i could marry it i would.   ps. im good, you?",sadness
26108,back from the trip,neutral
26109,@JLSOfficial ... but i could barely speak! He was probably thinking 'who is the weirdo?' LOOOOL. Say sorry to him for me please?  x &lt;3,sadness
26110,thanks to @ranukka and i'm now on twitter!,relief
26111,@thecatat7 hello there  ?,neutral
26112,"@helenotway yes, it will finish at 7:30 tonight. Still the food has been great as has been the discussio",enthusiasm
26113,@grentone No trips planned yet but I'll let you know if there is,sadness
26114,@Punisher5643 You Got Twitter Yayy  xxx,joy
26115,@SmilinNursAnnie now that's an imtetsting visual.,sadness
26116,@FabMissK we need to be quicker if we're to keep our nerd streetcred! hah,joy
26117,@sammythewizzy Oki! Great. All the best!,joy
26118,is happy that tiff can't drop BIO so she can suffer with me  nyayhahahah!,joy
26119,@darrenporter hehe...nice try,neutral
26120,"@BenPlouviez Lol - we're like polar opposites, Ben! Maybe that's why we get on so well",love
26121,Finished my Lunch,neutral
26122,LOOPJAZZ  yess!!! ez most bejï¿½,love
26123,@chiron_uts bass love,love
26124,Haha Ashley tisdale is on agai,neutral
26125,Got back from a week of jamming in the French city of Meyrueis. Feel hella replenished,neutral
26126,@taylorswift13 oh great!  hope you'll have a blast there! ;),joy
26127,"@amandapalmer He loved it, so Happy Birthday!!!   He said you sounded like a mixture of John Lennon, Chrissie Hynde, and Janis Joplin.",joy
26128,end of work... Thank God! I accomplished a number of things...  http://plurk.com/p/rpaag,relief
26129,@ohthecake say hi to dan and katherine and zachy,neutral
26130,"@tonystark206 I created a monster! bwahaha! oh, and I got your baby home safe and sound.",love
26131,"whatever will be, will be",surprise
26132,doesnt have a hangover  and is getting ready for a good ol' english fry up,sadness
26133,@saikatblogger Its WoW! effect  Thanks for the update.,sadness
26134,@paulmoxham everything is your fault moxy...everything.   x,anger
26135,@Nikkiko Congrats on your new phone!,sadness
26136,@taylorswift13 Hey Tay!! Plz can u write hey elin to me? Im sick and if u do it I feel better!,joy
26137,"@sajal I meant you are not lazy, your work proves it",enthusiasm
26138,"@luluberry_0981 LOL I was going to do some homework, but kind of got distracted... Again...  Goodnight!",sadness
26139,"@Sazchik I'm in Devon this weekend! Cloudy, but dry.",joy
26140,Haha. It's pretty good  they're making something with chicken  yum!,sadness
26141,"@OysteinLund either way, you always tend to make my #followfriday list, sweetie - you do rock that much",love
26142,@ Nickchien @chaubella_ i am happy to break my twitter virginity with you two.,sadness
26143,waiting for the last video to be rendered. while watching episode 11,neutral
26144,Yay! I just fixed my blog's CSS problem that messed up the desig,sadness
26145,@taylorswift13 :] Today is a bank holiday so not many places will be open until tomorrow.         Welcome back!,surprise
26146,'s current goal is to lose 10 pounds by next tuesday! 120 here i come   soooo ready for Gatlinburg!,neutral
26147,"@septemberblues Thanks hun, it was great",joy
26148,"@tomatosponge hey, no we were second, kind sad, but it's ok   guitar, guitar, guitar  BBQ and good time  what about you&gt;?",sadness
26149,@sparklingshoes yeah it's my friends 18th today as well ^^ it's always like a running joke we have,enthusiasm
26150,@Sadie_marie better than Hudgens.  OMG our song came on on shuffle. What Would You Do - City High.,joy
26151,@Leesa_W wow-thanks soo much. Hope your well,love
26152,@ArieleMoonfire  does it mean you will b going 2 bed earlier on Mondays?,surprise
26153,"is anxiously awaiting Rockets-Lakers game ... Yes, I finally got Tix for Games 3 &amp; 4 .... Yeahhhhh",neutral
26154,finally getting sleepy right when the sky brightens ... figures! G'nimorning,anger
26155,never thought my daughter would want to borrow my clothes... even less that she would suggest that i borrow hers... luckily it didnt fit,sadness
26156,Official whine-tweet for today. Nothing specified,enthusiasm
26157,"i'm actually starting to quite like lily allen and her music, to be honest.",sadness
26158,Found out that one great thing about living in Switzerland is the delicious bread - sometimes little things can make a difference,neutral
26159,"Hey, Good Morning guys!!",joy
26160,looking for models for beauty shoot THIS THURSDAY in the Valley studio  contact me if interested!,neutral
26161,a trending topic: HAPPY STAR WARS DAY,neutral
26162,@chishiki Welcome back to Jap,surprise
26163,@taylorswift13 Yay! What are your plans for today? I'm seeing you Wednesday and Thursday,neutral
26164,@Emmmaa___ haha im gonna follow my dreams now  well...ur dream haha im still reading over it for the 90th time  :p,relief
26165,@uc_achillies  Thanks! And yay for being in my guild!,love
26166,loves the way the sky looks now i.e. no cloud at all.  but that would only mean that it's ultra hot outside.... http://plurk.com/p/rpb7t,sadness
26167,"Har Har, #swineflu is everywhere: http://twitpic.com/4jb4o  (via @kaihellyeah)",neutral
26168,Hmph. This is nowhere near as effective as it was a few mins ago. I wonder if it was a coincidence. FOLLOWERS: please report ur findings,neutral
26169,borred what everyone doingn check out links on my profile,sadness
26170,@JennaMadison That's ok then....  I accept the slave role...  Your wish is my command...  hahah,love
26171,enjoying my new car,joy
26172,the weather in Prague is like the weather in Belgium -&gt; rainy,neutral
26173,"@13twelve Hai there, who are you?",neutral
26174,"Great day yesterday. Good win for Forest, some celebratory 'staying up' drinks, a trip to an unsuccesful bbq and ï¿½1.50 Stellas in Scream",sadness
26175,it's Blockbuster week in New Zealand - &quot;Wolverine&quot; tomorrow followed by &quot;Star Trek&quot; on Thursday!,sadness
26176,"@Galiiit lol thanx, me too!",relief
26177,just bought 6 new movies,neutral
26178,"Back from umpireing trainging, making dinner",neutral
26179,"@lopezwilfred Yeah, of course!",joy
26180,On way back home after a crazy night on the coast,relief
26181,"@yaseminx3 hahahahaha, I have a day off",love
26182,"@stayingyoung I usually do if there is choice, but I am lucky in that most foods I love are generally very healthy (except ice cream!!).",joy
26183,im going to cardiff today. shopping,neutral
26184,Done with HW...gonna read a bit then pass out. Got a cool week to look forward too in between all the mayhem,love
26185,@jakeashley cant wait till ur may 22 show!!  u better stop by and hang out in newcastle  xx,enthusiasm
26186,"can't wait to be at home again.. let the sun shine and warm my frozen bones, please!",joy
26187,on my tea break  cant wait to drive home tonite!!,neutral
26188,wolverine was a bit short. waiting for cat to get dressed then off to York for the day,neutral
26189,"@utterhip Good morning to you, however it's night time for me, so I am off to bed *hugs* Have a great day",love
26190,@work again thanks to my dear neighboor who also gave me coffee when I needed it. She is the best,joy
26191,i'm out...,neutral
26192,@AnsamsKitchen  walah me 2 still i am not getting the full ide,sadness
26193,@henrys_creek No worries - thank google! There's nothing you can't find on there!,joy
26194,"@Captainwalker I've never seen any of the X Men films but they are supposed to be good so I thought, why not?",neutral
26195,@richardbishop http://twitpic.com/4jbba - ohhh someone likes to play with their food.... heehee,neutral
26196,@nickchien @chaubella_ i am glad to break my twitter virginity with you two.,joy
26197,Totally enjoying my day off  woohoo for Mondays.,love
26198,@taylorswift13    eeek!! Your coming!!!! Im soo excited to see you on Thursday!!,surprise
26199,"@EricaNurney Nah... to be honest, I'm not a 'drinker' as such....  would rather have a protein shake and go for a run LOL",sadness
26200,@beijingboyce  I am seriously contemplating timing my next trip home to catch his next fight. They show it in cinemas. Live! With beer!,enthusiasm
26201,"@Snowgirl1972 have to avoid the burning desire to say I already have one  no, no room for piglets, just enough room for chucks",sadness
26202,Bring it on till I fall asleep,neutral
26203,i reckon i could live of yogurt for a week if i had a good selection of flavors,joy
26204,im home!  videoke at Funtime.. yey! got loads of tickets! nyahahaha!,enthusiasm
26205,@radha_ Oh please mark all toe tweets with #toe. @fossiloflife is trying to make trening topic out of #toe,neutral
26206,leaving work in 25 minutes to go to Broompark then to see the new flats then for lunch with Mandy and my dad.,neutral
26207,"says alright, alright... I'm going already. Sheesh, well better be off early than late.  http://plurk.com/p/rpbd5",neutral
26208,is very excited! jonas tickets are on sale 2morrow,surprise
26209,@ASIO looks like @renailemay is hiding money in an offshore bank account on behalf of last.fm   http://bit.ly/CeT0s,neutral
26210,@itamarw #momoTLV is always good  IVA will have a special price for  #momoTLV guests..,enthusiasm
26211,Gdnight Tweeters (: Night @athenakg sleep tight and don't steal my blankets  Otay! I love YOUS,love
26212,@MitchBenn OR... Something to do with all the Red Bull?  Hmmm. You think maybe?,neutral
26213,@ronchick always,neutral
26214,Goodmorning World,surprise
26215,is chilling at home,neutral
26216,"A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks",love
26217,"@ItsKanye tnx following, looking forward to tweet with you..",joy
26218,@Tim_Whincop too complex and too much to consider on a day like today. Monday off. My brain is back tomorrow,surprise
26219,@CardineB teehee. it was a good show anyway,joy
26220,Western Digital Caviar Black 1TB SATA 300 NCQ 32MB on the way...,neutral
26221,I'm still up! Thank you all for praying (: AHAHAHA! I'm watching Britney: For the Record until school. Today should be a good day,joy
26222,"@imogenheap AM's good for us GMT-ish people, I think.  Looking forward to it and hope you're batteries &amp; laptop will be recharged soon.",sadness
26223,@danslevin You're welcome and thanks for inviting us to talk. #48hoursnz is like becoming a parent. No one can really prepare you for it,joy
26224,I'm a new french girl in Twitter! And I speak English very bad,sadness
26225,@Remy_Foster Just so i can see how they look with the other icons. Both themes btw.,neutral
26226,@tomfelton http://twitpic.com/4jam0 - Oh it's so beautiful! I'm happy you had a great time! Heartz,joy
26227,@alicam congratulations,neutral
26228,@taylorswift13 heyahh i thought u wern't cumin to london till the 5th ? i love you taylorr ..xx,love
26229,@neilfws maybe you need to start a &quot;wholey created by evolution&quot; or &quot;wholely composed of matter&quot; flickr group,neutral
26230,"@Oreosandcheese yvw hun  ... I agree boy touts!! Freakin hate them with a vengeance! Good luck in sellin,sure someone will def snap up!!",surprise
